"method","arm","level","sample_size","effect_size","truth","predicted","n"
"mrgn","truth","model",300,"large","M0","Other",0
"mrgn","truth","model",300,"large","M1","Other",0
"mrgn","truth","model",300,"large","M2","Other",1
"mrgn","truth","model",300,"large","M3","Other",0
"mrgn","truth","model",300,"large","M4","Other",0
"mrgn","truth","edge",300,"large","M0","T1 - T2 Edge Absent",16
"mrgn","truth","edge",300,"large","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M3","T1 - T2 Edge Absent",19
"mrgn","truth","edge",300,"large","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",300,"large","M0","T1 - T2 Edge Present",4
"mrgn","truth","edge",300,"large","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",300,"large","M2","T1 - T2 Edge Present",19
"mrgn","truth","edge",300,"large","M3","T1 - T2 Edge Present",1
"mrgn","truth","edge",300,"large","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",300,"large","M0","Other",0
"mrgn","truth","edge",300,"large","M1","Other",0
"mrgn","truth","edge",300,"large","M2","Other",1
"mrgn","truth","edge",300,"large","M3","Other",0
"mrgn","truth","edge",300,"large","M4","Other",0
"mrgn","truth","model",670,"all","M0","M0",41
"mrgn","truth","model",670,"all","M1","M0",6
"mrgn","truth","model",670,"all","M2","M0",4
"mrgn","truth","model",670,"all","M3","M0",0
"mrgn","truth","model",670,"all","M4","M0",4
"mrgn","truth","model",670,"all","M0","M1",10
"mrgn","truth","model",670,"all","M1","M1",46
"mrgn","truth","model",670,"all","M2","M1",14
"mrgn","truth","model",670,"all","M3","M1",0
"mrgn","truth","model",670,"all","M4","M1",15
"mrgn","truth","model",670,"all","M0","M2",0
"mrgn","truth","model",670,"all","M1","M2",0
"mrgn","truth","model",670,"all","M2","M2",33
"mrgn","truth","model",670,"all","M3","M2",0
"mrgn","truth","model",670,"all","M4","M2",1
"mrgn","truth","model",670,"all","M0","M3",0
"mrgn","truth","model",670,"all","M1","M3",0
"mrgn","truth","model",670,"all","M2","M3",0
"mrgn","truth","model",670,"all","M3","M3",40
"mrgn","truth","model",670,"all","M4","M3",1
"mrgn","truth","model",670,"all","M0","M4",0
"mrgn","truth","model",670,"all","M1","M4",0
"mrgn","truth","model",670,"all","M2","M4",0
"mrgn","truth","model",670,"all","M3","M4",12
"mrgn","truth","model",670,"all","M4","M4",34
"mrgn","truth","model",670,"all","M0","Other",9
"mrgn","truth","model",670,"all","M1","Other",8
"mrgn","truth","model",670,"all","M2","Other",9
"mrgn","truth","model",670,"all","M3","Other",8
"mrgn","truth","model",670,"all","M4","Other",5
"mrgn","truth","edge",670,"all","M0","T1 - T2 Edge Absent",41
"mrgn","truth","edge",670,"all","M1","T1 - T2 Edge Absent",6
"mrgn","truth","edge",670,"all","M2","T1 - T2 Edge Absent",4
"mrgn","truth","edge",670,"all","M3","T1 - T2 Edge Absent",40
"mrgn","truth","edge",670,"all","M4","T1 - T2 Edge Absent",5
"mrgn","truth","edge",670,"all","M0","T1 - T2 Edge Present",10
"mrgn","truth","edge",670,"all","M1","T1 - T2 Edge Present",46
"mrgn","truth","edge",670,"all","M2","T1 - T2 Edge Present",47
"mrgn","truth","edge",670,"all","M3","T1 - T2 Edge Present",12
"mrgn","truth","edge",670,"all","M4","T1 - T2 Edge Present",50
"mrgn","truth","edge",670,"all","M0","Other",9
"mrgn","truth","edge",670,"all","M1","Other",8
"mrgn","truth","edge",670,"all","M2","Other",9
"mrgn","truth","edge",670,"all","M3","Other",8
"mrgn","truth","edge",670,"all","M4","Other",5
"mrgn","truth","model",670,"small","M0","M0",9
"mrgn","truth","model",670,"small","M1","M0",5
"mrgn","truth","model",670,"small","M2","M0",4
"mrgn","truth","model",670,"small","M3","M0",0
"mrgn","truth","model",670,"small","M4","M0",4
"mrgn","truth","model",670,"small","M0","M1",3
"mrgn","truth","model",670,"small","M1","M1",7
"mrgn","truth","model",670,"small","M2","M1",7
"mrgn","truth","model",670,"small","M3","M1",0
"mrgn","truth","model",670,"small","M4","M1",2
"mrgn","truth","model",670,"small","M0","M2",0
"mrgn","truth","model",670,"small","M1","M2",0
"mrgn","truth","model",670,"small","M2","M2",0
"mrgn","truth","model",670,"small","M3","M2",0
"mrgn","truth","model",670,"small","M4","M2",1
"mrgn","truth","model",670,"small","M0","M3",0
"mrgn","truth","model",670,"small","M1","M3",0
"mrgn","truth","model",670,"small","M2","M3",0
"mrgn","truth","model",670,"small","M3","M3",10
"mrgn","truth","model",670,"small","M4","M3",1
"mrgn","truth","model",670,"small","M0","M4",0
"mrgn","truth","model",670,"small","M1","M4",0
"mrgn","truth","model",670,"small","M2","M4",0
"mrgn","truth","model",670,"small","M3","M4",3
"mrgn","truth","model",670,"small","M4","M4",7
"mrgn","truth","model",670,"small","M0","Other",8
"mrgn","truth","model",670,"small","M1","Other",8
"mrgn","truth","model",670,"small","M2","Other",9
"mrgn","truth","model",670,"small","M3","Other",7
"mrgn","truth","model",670,"small","M4","Other",5
"mrgn","truth","edge",670,"small","M0","T1 - T2 Edge Absent",9
"mrgn","truth","edge",670,"small","M1","T1 - T2 Edge Absent",5
"mrgn","truth","edge",670,"small","M2","T1 - T2 Edge Absent",4
"mrgn","truth","edge",670,"small","M3","T1 - T2 Edge Absent",10
"mrgn","truth","edge",670,"small","M4","T1 - T2 Edge Absent",5
"mrgn","truth","edge",670,"small","M0","T1 - T2 Edge Present",3
"mrgn","truth","edge",670,"small","M1","T1 - T2 Edge Present",7
"mrgn","truth","edge",670,"small","M2","T1 - T2 Edge Present",7
"mrgn","truth","edge",670,"small","M3","T1 - T2 Edge Present",3
"mrgn","truth","edge",670,"small","M4","T1 - T2 Edge Present",10
"mrgn","truth","edge",670,"small","M0","Other",8
"mrgn","truth","edge",670,"small","M1","Other",8
"mrgn","truth","edge",670,"small","M2","Other",9
"mrgn","truth","edge",670,"small","M3","Other",7
"mrgn","truth","edge",670,"small","M4","Other",5
"mrgn","truth","model",670,"medium","M0","M0",15
"mrgn","truth","model",670,"medium","M1","M0",1
"mrgn","truth","model",670,"medium","M2","M0",0
"mrgn","truth","model",670,"medium","M3","M0",0
"mrgn","truth","model",670,"medium","M4","M0",0
"mrgn","truth","model",670,"medium","M0","M1",4
"mrgn","truth","model",670,"medium","M1","M1",19
"mrgn","truth","model",670,"medium","M2","M1",6
"mrgn","truth","model",670,"medium","M3","M1",0
"mrgn","truth","model",670,"medium","M4","M1",3
"mrgn","truth","model",670,"medium","M0","M2",0
"mrgn","truth","model",670,"medium","M1","M2",0
"mrgn","truth","model",670,"medium","M2","M2",14
"mrgn","truth","model",670,"medium","M3","M2",0
"mrgn","truth","model",670,"medium","M4","M2",0
"mrgn","truth","model",670,"medium","M0","M3",0
"mrgn","truth","model",670,"medium","M1","M3",0
"mrgn","truth","model",670,"medium","M2","M3",0
"mrgn","truth","model",670,"medium","M3","M3",16
"mrgn","truth","model",670,"medium","M4","M3",0
"mrgn","truth","model",670,"medium","M0","M4",0
"mrgn","truth","model",670,"medium","M1","M4",0
"mrgn","truth","model",670,"medium","M2","M4",0
"mrgn","truth","model",670,"medium","M3","M4",3
"mrgn","truth","model",670,"medium","M4","M4",17
"mrgn","truth","model",670,"medium","M0","Other",1
"mrgn","truth","model",670,"medium","M1","Other",0
"mrgn","truth","model",670,"medium","M2","Other",0
"mrgn","truth","model",670,"medium","M3","Other",1
"mrgn","truth","model",670,"medium","M4","Other",0
"mrgn","truth","edge",670,"medium","M0","T1 - T2 Edge Absent",15
"mrgn","truth","edge",670,"medium","M1","T1 - T2 Edge Absent",1
"mrgn","truth","edge",670,"medium","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"medium","M3","T1 - T2 Edge Absent",16
"mrgn","truth","edge",670,"medium","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"medium","M0","T1 - T2 Edge Present",4
"mrgn","truth","edge",670,"medium","M1","T1 - T2 Edge Present",19
"mrgn","truth","edge",670,"medium","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"medium","M3","T1 - T2 Edge Present",3
"mrgn","truth","edge",670,"medium","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"medium","M0","Other",1
"mrgn","truth","edge",670,"medium","M1","Other",0
"mrgn","truth","edge",670,"medium","M2","Other",0
"mrgn","truth","edge",670,"medium","M3","Other",1
"mrgn","truth","edge",670,"medium","M4","Other",0
"mrgn","truth","model",670,"large","M0","M0",17
"mrgn","truth","model",670,"large","M1","M0",0
"mrgn","truth","model",670,"large","M2","M0",0
"mrgn","truth","model",670,"large","M3","M0",0
"mrgn","truth","model",670,"large","M4","M0",0
"mrgn","truth","model",670,"large","M0","M1",3
"mrgn","truth","model",670,"large","M1","M1",20
"mrgn","truth","model",670,"large","M2","M1",1
"mrgn","truth","model",670,"large","M3","M1",0
"mrgn","truth","model",670,"large","M4","M1",10
"mrgn","truth","model",670,"large","M0","M2",0
"mrgn","truth","model",670,"large","M1","M2",0
"mrgn","truth","model",670,"large","M2","M2",19
"mrgn","truth","model",670,"large","M3","M2",0
"mrgn","truth","model",670,"large","M4","M2",0
"mrgn","truth","model",670,"large","M0","M3",0
"mrgn","truth","model",670,"large","M1","M3",0
"mrgn","truth","model",670,"large","M2","M3",0
"mrgn","truth","model",670,"large","M3","M3",14
"mrgn","truth","model",670,"large","M4","M3",0
"mrgn","truth","model",670,"large","M0","M4",0
"mrgn","truth","model",670,"large","M1","M4",0
"mrgn","truth","model",670,"large","M2","M4",0
"mrgn","truth","model",670,"large","M3","M4",6
"mrgn","truth","model",670,"large","M4","M4",10
"mrgn","truth","model",670,"large","M0","Other",0
"mrgn","truth","model",670,"large","M1","Other",0
"mrgn","truth","model",670,"large","M2","Other",0
"mrgn","truth","model",670,"large","M3","Other",0
"mrgn","truth","model",670,"large","M4","Other",0
"mrgn","truth","edge",670,"large","M0","T1 - T2 Edge Absent",17
"mrgn","truth","edge",670,"large","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M3","T1 - T2 Edge Absent",14
"mrgn","truth","edge",670,"large","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",670,"large","M0","T1 - T2 Edge Present",3
"mrgn","truth","edge",670,"large","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M3","T1 - T2 Edge Present",6
"mrgn","truth","edge",670,"large","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",670,"large","M0","Other",0
"mrgn","truth","edge",670,"large","M1","Other",0
"mrgn","truth","edge",670,"large","M2","Other",0
"mrgn","truth","edge",670,"large","M3","Other",0
"mrgn","truth","edge",670,"large","M4","Other",0
"mrgn","truth","model",1000,"all","M0","M0",36
"mrgn","truth","model",1000,"all","M1","M0",6
"mrgn","truth","model",1000,"all","M2","M0",1
"mrgn","truth","model",1000,"all","M3","M0",4
"mrgn","truth","model",1000,"all","M4","M0",1
"mrgn","truth","model",1000,"all","M0","M1",17
"mrgn","truth","model",1000,"all","M1","M1",47
"mrgn","truth","model",1000,"all","M2","M1",16
"mrgn","truth","model",1000,"all","M3","M1",1
"mrgn","truth","model",1000,"all","M4","M1",6
"mrgn","truth","model",1000,"all","M0","M2",0
"mrgn","truth","model",1000,"all","M1","M2",0
"mrgn","truth","model",1000,"all","M2","M2",36
"mrgn","truth","model",1000,"all","M3","M2",1
"mrgn","truth","model",1000,"all","M4","M2",0
"mrgn","truth","model",1000,"all","M0","M3",1
"mrgn","truth","model",1000,"all","M1","M3",0
"mrgn","truth","model",1000,"all","M2","M3",0
"mrgn","truth","model",1000,"all","M3","M3",32
"mrgn","truth","model",1000,"all","M4","M3",5
"mrgn","truth","model",1000,"all","M0","M4",0
"mrgn","truth","model",1000,"all","M1","M4",0
"mrgn","truth","model",1000,"all","M2","M4",0
"mrgn","truth","model",1000,"all","M3","M4",16
"mrgn","truth","model",1000,"all","M4","M4",41
"mrgn","truth","model",1000,"all","M0","Other",6
"mrgn","truth","model",1000,"all","M1","Other",7
"mrgn","truth","model",1000,"all","M2","Other",7
"mrgn","truth","model",1000,"all","M3","Other",6
"mrgn","truth","model",1000,"all","M4","Other",7
"mrgn","truth","edge",1000,"all","M0","T1 - T2 Edge Absent",37
"mrgn","truth","edge",1000,"all","M1","T1 - T2 Edge Absent",6
"mrgn","truth","edge",1000,"all","M2","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"all","M3","T1 - T2 Edge Absent",36
"mrgn","truth","edge",1000,"all","M4","T1 - T2 Edge Absent",6
"mrgn","truth","edge",1000,"all","M0","T1 - T2 Edge Present",17
"mrgn","truth","edge",1000,"all","M1","T1 - T2 Edge Present",47
"mrgn","truth","edge",1000,"all","M2","T1 - T2 Edge Present",52
"mrgn","truth","edge",1000,"all","M3","T1 - T2 Edge Present",18
"mrgn","truth","edge",1000,"all","M4","T1 - T2 Edge Present",47
"mrgn","truth","edge",1000,"all","M0","Other",6
"mrgn","truth","edge",1000,"all","M1","Other",7
"mrgn","truth","edge",1000,"all","M2","Other",7
"mrgn","truth","edge",1000,"all","M3","Other",6
"mrgn","truth","edge",1000,"all","M4","Other",7
"mrgn","truth","model",1000,"small","M0","M0",12
"mrgn","truth","model",1000,"small","M1","M0",6
"mrgn","truth","model",1000,"small","M2","M0",1
"mrgn","truth","model",1000,"small","M3","M0",3
"mrgn","truth","model",1000,"small","M4","M0",1
"mrgn","truth","model",1000,"small","M0","M1",2
"mrgn","truth","model",1000,"small","M1","M1",7
"mrgn","truth","model",1000,"small","M2","M1",11
"mrgn","truth","model",1000,"small","M3","M1",1
"mrgn","truth","model",1000,"small","M4","M1",1
"mrgn","truth","model",1000,"small","M0","M2",0
"mrgn","truth","model",1000,"small","M1","M2",0
"mrgn","truth","model",1000,"small","M2","M2",1
"mrgn","truth","model",1000,"small","M3","M2",1
"mrgn","truth","model",1000,"small","M4","M2",0
"mrgn","truth","model",1000,"small","M0","M3",0
"mrgn","truth","model",1000,"small","M1","M3",0
"mrgn","truth","model",1000,"small","M2","M3",0
"mrgn","truth","model",1000,"small","M3","M3",7
"mrgn","truth","model",1000,"small","M4","M3",4
"mrgn","truth","model",1000,"small","M0","M4",0
"mrgn","truth","model",1000,"small","M1","M4",0
"mrgn","truth","model",1000,"small","M2","M4",0
"mrgn","truth","model",1000,"small","M3","M4",3
"mrgn","truth","model",1000,"small","M4","M4",7
"mrgn","truth","model",1000,"small","M0","Other",6
"mrgn","truth","model",1000,"small","M1","Other",7
"mrgn","truth","model",1000,"small","M2","Other",7
"mrgn","truth","model",1000,"small","M3","Other",5
"mrgn","truth","model",1000,"small","M4","Other",7
"mrgn","truth","edge",1000,"small","M0","T1 - T2 Edge Absent",12
"mrgn","truth","edge",1000,"small","M1","T1 - T2 Edge Absent",6
"mrgn","truth","edge",1000,"small","M2","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"small","M3","T1 - T2 Edge Absent",10
"mrgn","truth","edge",1000,"small","M4","T1 - T2 Edge Absent",5
"mrgn","truth","edge",1000,"small","M0","T1 - T2 Edge Present",2
"mrgn","truth","edge",1000,"small","M1","T1 - T2 Edge Present",7
"mrgn","truth","edge",1000,"small","M2","T1 - T2 Edge Present",12
"mrgn","truth","edge",1000,"small","M3","T1 - T2 Edge Present",5
"mrgn","truth","edge",1000,"small","M4","T1 - T2 Edge Present",8
"mrgn","truth","edge",1000,"small","M0","Other",6
"mrgn","truth","edge",1000,"small","M1","Other",7
"mrgn","truth","edge",1000,"small","M2","Other",7
"mrgn","truth","edge",1000,"small","M3","Other",5
"mrgn","truth","edge",1000,"small","M4","Other",7
"mrgn","truth","model",1000,"medium","M0","M0",11
"mrgn","truth","model",1000,"medium","M1","M0",0
"mrgn","truth","model",1000,"medium","M2","M0",0
"mrgn","truth","model",1000,"medium","M3","M0",1
"mrgn","truth","model",1000,"medium","M4","M0",0
"mrgn","truth","model",1000,"medium","M0","M1",9
"mrgn","truth","model",1000,"medium","M1","M1",20
"mrgn","truth","model",1000,"medium","M2","M1",5
"mrgn","truth","model",1000,"medium","M3","M1",0
"mrgn","truth","model",1000,"medium","M4","M1",1
"mrgn","truth","model",1000,"medium","M0","M2",0
"mrgn","truth","model",1000,"medium","M1","M2",0
"mrgn","truth","model",1000,"medium","M2","M2",15
"mrgn","truth","model",1000,"medium","M3","M2",0
"mrgn","truth","model",1000,"medium","M4","M2",0
"mrgn","truth","model",1000,"medium","M0","M3",0
"mrgn","truth","model",1000,"medium","M1","M3",0
"mrgn","truth","model",1000,"medium","M2","M3",0
"mrgn","truth","model",1000,"medium","M3","M3",11
"mrgn","truth","model",1000,"medium","M4","M3",1
"mrgn","truth","model",1000,"medium","M0","M4",0
"mrgn","truth","model",1000,"medium","M1","M4",0
"mrgn","truth","model",1000,"medium","M2","M4",0
"mrgn","truth","model",1000,"medium","M3","M4",7
"mrgn","truth","model",1000,"medium","M4","M4",18
"mrgn","truth","model",1000,"medium","M0","Other",0
"mrgn","truth","model",1000,"medium","M1","Other",0
"mrgn","truth","model",1000,"medium","M2","Other",0
"mrgn","truth","model",1000,"medium","M3","Other",1
"mrgn","truth","model",1000,"medium","M4","Other",0
"mrgn","truth","edge",1000,"medium","M0","T1 - T2 Edge Absent",11
"mrgn","truth","edge",1000,"medium","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"medium","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"medium","M3","T1 - T2 Edge Absent",12
"mrgn","truth","edge",1000,"medium","M4","T1 - T2 Edge Absent",1
"mrgn","truth","edge",1000,"medium","M0","T1 - T2 Edge Present",9
"mrgn","truth","edge",1000,"medium","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"medium","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"medium","M3","T1 - T2 Edge Present",7
"mrgn","truth","edge",1000,"medium","M4","T1 - T2 Edge Present",19
"mrgn","truth","edge",1000,"medium","M0","Other",0
"mrgn","truth","edge",1000,"medium","M1","Other",0
"mrgn","truth","edge",1000,"medium","M2","Other",0
"mrgn","truth","edge",1000,"medium","M3","Other",1
"mrgn","truth","edge",1000,"medium","M4","Other",0
"mrgn","truth","model",1000,"large","M0","M0",13
"mrgn","truth","model",1000,"large","M1","M0",0
"mrgn","truth","model",1000,"large","M2","M0",0
"mrgn","truth","model",1000,"large","M3","M0",0
"mrgn","truth","model",1000,"large","M4","M0",0
"mrgn","truth","model",1000,"large","M0","M1",6
"mrgn","truth","model",1000,"large","M1","M1",20
"mrgn","truth","model",1000,"large","M2","M1",0
"mrgn","truth","model",1000,"large","M3","M1",0
"mrgn","truth","model",1000,"large","M4","M1",4
"mrgn","truth","model",1000,"large","M0","M2",0
"mrgn","truth","model",1000,"large","M1","M2",0
"mrgn","truth","model",1000,"large","M2","M2",20
"mrgn","truth","model",1000,"large","M3","M2",0
"mrgn","truth","model",1000,"large","M4","M2",0
"mrgn","truth","model",1000,"large","M0","M3",1
"mrgn","truth","model",1000,"large","M1","M3",0
"mrgn","truth","model",1000,"large","M2","M3",0
"mrgn","truth","model",1000,"large","M3","M3",14
"mrgn","truth","model",1000,"large","M4","M3",0
"mrgn","truth","model",1000,"large","M0","M4",0
"mrgn","truth","model",1000,"large","M1","M4",0
"mrgn","truth","model",1000,"large","M2","M4",0
"mrgn","truth","model",1000,"large","M3","M4",6
"mrgn","truth","model",1000,"large","M4","M4",16
"mrgn","truth","model",1000,"large","M0","Other",0
"mrgn","truth","model",1000,"large","M1","Other",0
"mrgn","truth","model",1000,"large","M2","Other",0
"mrgn","truth","model",1000,"large","M3","Other",0
"mrgn","truth","model",1000,"large","M4","Other",0
"mrgn","truth","edge",1000,"large","M0","T1 - T2 Edge Absent",14
"mrgn","truth","edge",1000,"large","M1","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"large","M2","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"large","M3","T1 - T2 Edge Absent",14
"mrgn","truth","edge",1000,"large","M4","T1 - T2 Edge Absent",0
"mrgn","truth","edge",1000,"large","M0","T1 - T2 Edge Present",6
"mrgn","truth","edge",1000,"large","M1","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"large","M2","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"large","M3","T1 - T2 Edge Present",6
"mrgn","truth","edge",1000,"large","M4","T1 - T2 Edge Present",20
"mrgn","truth","edge",1000,"large","M0","Other",0
"mrgn","truth","edge",1000,"large","M1","Other",0
"mrgn","truth","edge",1000,"large","M2","Other",0
"mrgn","truth","edge",1000,"large","M3","Other",0
"mrgn","truth","edge",1000,"large","M4","Other",0
"mrgn","CSq","model",50,"all","M0","M0",0
"mrgn","CSq","model",50,"all","M1","M0",1
"mrgn","CSq","model",50,"all","M2","M0",2
"mrgn","CSq","model",50,"all","M3","M0",1
"mrgn","CSq","model",50,"all","M4","M0",0
"mrgn","CSq","model",50,"all","M0","M1",7
"mrgn","CSq","model",50,"all","M1","M1",5
"mrgn","CSq","model",50,"all","M2","M1",7
"mrgn","CSq","model",50,"all","M3","M1",6
"mrgn","CSq","model",50,"all","M4","M1",7
"mrgn","CSq","model",50,"all","M0","M2",0
"mrgn","CSq","model",50,"all","M1","M2",0
"mrgn","CSq","model",50,"all","M2","M2",1
"mrgn","CSq","model",50,"all","M3","M2",1
"mrgn","CSq","model",50,"all","M4","M2",0
"mrgn","CSq","model",50,"all","M0","M3",0
"mrgn","CSq","model",50,"all","M1","M3",0
"mrgn","CSq","model",50,"all","M2","M3",1
"mrgn","CSq","model",50,"all","M3","M3",2
"mrgn","CSq","model",50,"all","M4","M3",0
"mrgn","CSq","model",50,"all","M0","M4",0
"mrgn","CSq","model",50,"all","M1","M4",0
"mrgn","CSq","model",50,"all","M2","M4",0
"mrgn","CSq","model",50,"all","M3","M4",0
"mrgn","CSq","model",50,"all","M4","M4",0
"mrgn","CSq","model",50,"all","M0","Other",53
"mrgn","CSq","model",50,"all","M1","Other",54
"mrgn","CSq","model",50,"all","M2","Other",49
"mrgn","CSq","model",50,"all","M3","Other",50
"mrgn","CSq","model",50,"all","M4","Other",53
"mrgn","CSq","edge",50,"all","M0","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"all","M1","T1 - T2 Edge Absent",1
"mrgn","CSq","edge",50,"all","M2","T1 - T2 Edge Absent",3
"mrgn","CSq","edge",50,"all","M3","T1 - T2 Edge Absent",3
"mrgn","CSq","edge",50,"all","M4","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"all","M0","T1 - T2 Edge Present",7
"mrgn","CSq","edge",50,"all","M1","T1 - T2 Edge Present",5
"mrgn","CSq","edge",50,"all","M2","T1 - T2 Edge Present",8
"mrgn","CSq","edge",50,"all","M3","T1 - T2 Edge Present",7
"mrgn","CSq","edge",50,"all","M4","T1 - T2 Edge Present",7
"mrgn","CSq","edge",50,"all","M0","Other",53
"mrgn","CSq","edge",50,"all","M1","Other",54
"mrgn","CSq","edge",50,"all","M2","Other",49
"mrgn","CSq","edge",50,"all","M3","Other",50
"mrgn","CSq","edge",50,"all","M4","Other",53
"mrgn","CSq","model",50,"small","M0","M0",0
"mrgn","CSq","model",50,"small","M1","M0",0
"mrgn","CSq","model",50,"small","M2","M0",0
"mrgn","CSq","model",50,"small","M3","M0",0
"mrgn","CSq","model",50,"small","M4","M0",0
"mrgn","CSq","model",50,"small","M0","M1",1
"mrgn","CSq","model",50,"small","M1","M1",0
"mrgn","CSq","model",50,"small","M2","M1",0
"mrgn","CSq","model",50,"small","M3","M1",0
"mrgn","CSq","model",50,"small","M4","M1",0
"mrgn","CSq","model",50,"small","M0","M2",0
"mrgn","CSq","model",50,"small","M1","M2",0
"mrgn","CSq","model",50,"small","M2","M2",0
"mrgn","CSq","model",50,"small","M3","M2",0
"mrgn","CSq","model",50,"small","M4","M2",0
"mrgn","CSq","model",50,"small","M0","M3",0
"mrgn","CSq","model",50,"small","M1","M3",0
"mrgn","CSq","model",50,"small","M2","M3",0
"mrgn","CSq","model",50,"small","M3","M3",0
"mrgn","CSq","model",50,"small","M4","M3",0
"mrgn","CSq","model",50,"small","M0","M4",0
"mrgn","CSq","model",50,"small","M1","M4",0
"mrgn","CSq","model",50,"small","M2","M4",0
"mrgn","CSq","model",50,"small","M3","M4",0
"mrgn","CSq","model",50,"small","M4","M4",0
"mrgn","CSq","model",50,"small","M0","Other",19
"mrgn","CSq","model",50,"small","M1","Other",20
"mrgn","CSq","model",50,"small","M2","Other",20
"mrgn","CSq","model",50,"small","M3","Other",20
"mrgn","CSq","model",50,"small","M4","Other",20
"mrgn","CSq","edge",50,"small","M0","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"small","M1","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"small","M2","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"small","M3","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"small","M4","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"small","M0","T1 - T2 Edge Present",1
"mrgn","CSq","edge",50,"small","M1","T1 - T2 Edge Present",0
"mrgn","CSq","edge",50,"small","M2","T1 - T2 Edge Present",0
"mrgn","CSq","edge",50,"small","M3","T1 - T2 Edge Present",0
"mrgn","CSq","edge",50,"small","M4","T1 - T2 Edge Present",0
"mrgn","CSq","edge",50,"small","M0","Other",19
"mrgn","CSq","edge",50,"small","M1","Other",20
"mrgn","CSq","edge",50,"small","M2","Other",20
"mrgn","CSq","edge",50,"small","M3","Other",20
"mrgn","CSq","edge",50,"small","M4","Other",20
"mrgn","CSq","model",50,"medium","M0","M0",0
"mrgn","CSq","model",50,"medium","M1","M0",0
"mrgn","CSq","model",50,"medium","M2","M0",0
"mrgn","CSq","model",50,"medium","M3","M0",0
"mrgn","CSq","model",50,"medium","M4","M0",0
"mrgn","CSq","model",50,"medium","M0","M1",1
"mrgn","CSq","model",50,"medium","M1","M1",2
"mrgn","CSq","model",50,"medium","M2","M1",2
"mrgn","CSq","model",50,"medium","M3","M1",0
"mrgn","CSq","model",50,"medium","M4","M1",2
"mrgn","CSq","model",50,"medium","M0","M2",0
"mrgn","CSq","model",50,"medium","M1","M2",0
"mrgn","CSq","model",50,"medium","M2","M2",1
"mrgn","CSq","model",50,"medium","M3","M2",1
"mrgn","CSq","model",50,"medium","M4","M2",0
"mrgn","CSq","model",50,"medium","M0","M3",0
"mrgn","CSq","model",50,"medium","M1","M3",0
"mrgn","CSq","model",50,"medium","M2","M3",0
"mrgn","CSq","model",50,"medium","M3","M3",0
"mrgn","CSq","model",50,"medium","M4","M3",0
"mrgn","CSq","model",50,"medium","M0","M4",0
"mrgn","CSq","model",50,"medium","M1","M4",0
"mrgn","CSq","model",50,"medium","M2","M4",0
"mrgn","CSq","model",50,"medium","M3","M4",0
"mrgn","CSq","model",50,"medium","M4","M4",0
"mrgn","CSq","model",50,"medium","M0","Other",19
"mrgn","CSq","model",50,"medium","M1","Other",18
"mrgn","CSq","model",50,"medium","M2","Other",17
"mrgn","CSq","model",50,"medium","M3","Other",19
"mrgn","CSq","model",50,"medium","M4","Other",18
"mrgn","CSq","edge",50,"medium","M0","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"medium","M1","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"medium","M2","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"medium","M3","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"medium","M4","T1 - T2 Edge Absent",0
"mrgn","CSq","edge",50,"medium","M0","T1 - T2 Edge Present",1
